variant,seed,split,margin,n_gold_matches,n_pred_matches,precision,recall,f1,wrong_merge_rate,fragmentation_rate,trajectory_consistency_rate,impossible_transition_rate,n_transitions,n_impossible_transitions,dangling_precision,dangling_recall,n_gold_dangling,n_pred_dangling,n_pred_identities,n_wrong_merges,scenario_id
no_rel,19521022,dev,0.0,110,1,0.0,0.0,0.0,0.1,1.018181818181818,0.94,0.06,100,6,0.19230769230769232,0.9803921568627451,51,260,10,1,sec_dev_0009
no_rel,19521022,dev,0.7,110,36,0.3888888888888889,0.12727272727272726,0.19178082191780818,0.26804123711340205,1.209090909090909,0.7275114904793172,0.2724885095206829,1523,415,0.27522935779816515,0.5882352941176471,51,109,97,26,sec_dev_0009
no_rel,19521022,dev,0.0,104,1,1.0,0.009615384615384616,0.01904761904761905,0.09090909090909091,1.0096153846153846,0.7829457364341086,0.21705426356589147,129,28,0.22310756972111553,0.9824561403508771,57,251,11,1,sec_dev_0010
no_rel,19521022,dev,0.7,104,39,0.6410256410256411,0.2403846153846154,0.34965034965034963,0.24719101123595505,0.9903846153846154,0.6935804103242886,0.3064195896757114,1511,463,0.34285714285714286,0.631578947368421,57,105,89,22,sec_dev_0010
no_rel,19521022,dev,0.0,105,6,0.8333333333333334,0.047619047619047616,0.09009009009009009,0.05,0.9619047619047619,0.8280000000000001,0.172,250,43,0.2217573221757322,0.9464285714285714,56,239,20,1,sec_dev_0011
no_rel,19521022,dev,0.7,105,53,0.5283018867924528,0.26666666666666666,0.3544303797468354,0.256198347107438,1.1428571428571428,0.7265973254086182,0.27340267459138184,2019,552,0.5576923076923077,0.5178571428571429,56,52,121,31,sec_dev_0011
no_rel,19521022,test,0.0,110,1,1.0,0.00909090909090909,0.018018018018018018,0.16666666666666666,0.990909090909091,0.9324324324324325,0.06756756756756757,74,5,0.19011406844106463,0.9803921568627451,51,263,6,1,sec_test_0000
no_rel,19521022,test,0.7,110,29,0.7241379310344828,0.19090909090909092,0.302158273381295,0.2073170731707317,1.0,0.7728013029315961,0.2271986970684039,1228,279,0.29285714285714287,0.803921568627451,51,140,82,17,sec_test_0000
no_rel,19521022,test,0.0,106,5,0.8,0.03773584905660377,0.07207207207207207,0.13333333333333333,0.9811320754716981,0.8,0.2,215,43,0.21311475409836064,0.9454545454545454,55,244,15,2,sec_test_0001
no_rel,19521022,test,0.7,106,28,0.7857142857142857,0.20754716981132076,0.3283582089552239,0.1978021978021978,0.9905660377358491,0.7104329311568488,0.2895670688431512,1409,408,0.3333333333333333,0.7090909090909091,55,117,91,18,sec_test_0001
