variant,seed,split,margin,n_gold_matches,n_pred_matches,precision,recall,f1,wrong_merge_rate,fragmentation_rate,trajectory_consistency_rate,impossible_transition_rate,n_transitions,n_impossible_transitions,dangling_precision,dangling_recall,n_gold_dangling,n_pred_dangling,n_pred_identities,n_wrong_merges,scenario_id
m3_full,19521012,dev,0.7,107,62,0.7258064516129032,0.4205607476635514,0.5325443786982249,0.1897810218978102,1.0186915887850467,0.7206335239771228,0.27936647602287723,2273,635,0.9259259259259259,0.46296296296296297,54,27,137,26,sec_dev_0007
m3_full,19521012,dev,0.0,109,42,0.7142857142857143,0.27522935779816515,0.3973509933774835,0.1651376146788991,1.0,0.7108366086468276,0.28916339135317237,1781,515,0.4074074074074074,0.6346153846153846,52,81,109,18,sec_dev_0008
m3_full,19521012,dev,0.7,109,60,0.65,0.3577981651376147,0.4615384615384616,0.21481481481481482,1.110091743119266,0.7114470842332614,0.28855291576673864,2315,668,0.96,0.46153846153846156,52,25,135,29,sec_dev_0008
m3_full,19521012,dev,0.0,110,37,0.7027027027027027,0.23636363636363636,0.3537414965986395,0.19327731092436976,1.0272727272727273,0.7652276759314015,0.23477232406859846,1691,397,0.36666666666666664,0.6470588235294118,51,90,119,23,sec_dev_0009
m3_full,19521012,dev,0.7,110,57,0.631578947368421,0.32727272727272727,0.43113772455089816,0.25874125874125875,1.2181818181818183,0.7412223667100131,0.258777633289987,2307,597,0.9230769230769231,0.47058823529411764,51,26,143,37,sec_dev_0009
m3_full,19521012,dev,0.0,104,54,0.7407407407407407,0.38461538461538464,0.5063291139240507,0.175,0.8942307692307693,0.7405263157894737,0.2594736842105263,1900,493,0.4603174603174603,0.5087719298245614,57,63,120,21,sec_dev_0010
m3_full,19521012,dev,0.7,104,73,0.7671232876712328,0.5384615384615384,0.632768361581921,0.18796992481203006,0.8557692307692307,0.7316644707949056,0.2683355292050944,2277,611,1.0,0.42105263157894735,57,24,133,25,sec_dev_0010
m3_full,19521012,dev,0.0,105,42,0.6904761904761905,0.2761904761904762,0.3945578231292517,0.13385826771653545,1.0380952380952382,0.792526491912995,0.20747350808700502,1793,372,0.40540540540540543,0.5357142857142857,56,74,127,17,sec_dev_0011
m3_full,19521012,dev,0.7,105,62,0.6451612903225806,0.38095238095238093,0.47904191616766467,0.1917808219178082,1.1428571428571428,0.7642919964819701,0.2357080035180299,2274,536,1.0,0.42857142857142855,56,24,146,28,sec_dev_0011
m3_full,19521012,test,0.0,110,44,0.5681818181818182,0.22727272727272727,0.3246753246753247,0.16923076923076924,1.1272727272727272,0.8070652173913043,0.19293478260869565,1840,355,0.3918918918918919,0.5686274509803921,51,74,130,22,sec_test_0000
m3_full,19521012,test,0.7,110,61,0.6229508196721312,0.34545454545454546,0.4444444444444445,0.22377622377622378,1.1636363636363636,0.778593008200259,0.22140699179974105,2317,513,1.0,0.49019607843137253,51,25,143,32,sec_test_0000
m3_full,19521012,test,0.0,106,56,0.6964285714285714,0.36792452830188677,0.48148148148148145,0.168,1.0,0.7598971722365039,0.24010282776349615,1945,467,0.5166666666666667,0.5636363636363636,55,60,125,21,sec_test_0001
m3_full,19521012,test,0.7,106,67,0.6865671641791045,0.4339622641509434,0.5317919075144509,0.18840579710144928,1.0471698113207548,0.7528483786152498,0.24715162138475022,2282,564,1.0,0.45454545454545453,55,25,138,26,sec_test_0001
m3_full,19521012,test,0.0,114,51,0.6862745098039216,0.30701754385964913,0.4242424242424242,0.20300751879699247,1.0964912280701755,0.7501203659123736,0.2498796340876264,2077,519,0.5,0.574468085106383,47,54,133,27,sec_test_0002
m3_full,19521012,test,0.7,114,65,0.7384615384615385,0.42105263157894735,0.5363128491620112,0.21830985915492956,1.0614035087719298,0.74190800681431,0.2580919931856899,2348,606,1.0,0.5531914893617021,47,26,142,31,sec_test_0002
m3_full,19521012,test,0.0,111,45,0.6888888888888889,0.27927927927927926,0.39743589743589736,0.15966386554621848,0.963963963963964,0.7772194304857621,0.22278056951423786,1791,399,0.38271604938271603,0.62,50,81,119,19,sec_test_0003
m3_full,19521012,test,0.7,111,66,0.7272727272727273,0.43243243243243246,0.5423728813559323,0.2116788321167883,0.990990990990991,0.7442466348241424,0.25575336517585756,2303,589,0.8928571428571429,0.5,50,28,137,29,sec_test_0003
m3_full,19521012,test,0.0,109,40,0.75,0.27522935779816515,0.40268456375838924,0.16071428571428573,1.0091743119266054,0.754914004914005,0.24508599508599507,1628,399,0.3333333333333333,0.6153846153846154,52,96,112,18,sec_test_0004
m3_full,19521012,test,0.7,109,59,0.711864406779661,0.3853211009174312,0.5,0.2391304347826087,1.110091743119266,0.7237185056472633,0.27628149435273675,2302,636,0.9615384615384616,0.4807692307692308,52,26,138,33,sec_test_0004
m3_full,19521012,test,0.0,107,54,0.6481481481481481,0.32710280373831774,0.43478260869565216,0.23076923076923078,0.9719626168224299,0.7579717720857292,0.24202822791427078,1913,463,0.4461538461538462,0.5370370370370371,54,65,117,27,sec_test_0005
m3_full,19521012,test,0.7,107,64,0.671875,0.40186915887850466,0.5029239766081872,0.24812030075187969,1.0186915887850467,0.7566974088713219,0.24330259112867808,2277,554,0.9629629629629629,0.48148148148148145,54,27,133,33,sec_test_0005
m3_full,19521012,test,0.0,108,42,0.8095238095238095,0.3148148148148148,0.4533333333333333,0.16822429906542055,0.8888888888888888,0.7681071211199026,0.23189287888009738,1643,381,0.32978723404255317,0.5849056603773585,53,94,107,18,sec_test_0006
m3_full,19521012,test,0.7,108,59,0.7796610169491526,0.42592592592592593,0.5508982035928144,0.26153846153846155,1.0185185185185186,0.743231441048035,0.25676855895196504,2290,588,0.9259259259259259,0.4716981132075472,53,27,130,34,sec_test_0006
m3_full,19521012,test,0.0,112,51,0.8627450980392157,0.39285714285714285,0.5398773006134969,0.13274336283185842,0.7857142857142857,0.7564029595902106,0.2435970404097894,1757,428,0.3372093023255814,0.5918367346938775,49,86,113,15,sec_test_0007
m3_full,19521012,test,0.7,112,70,0.8571428571428571,0.5357142857142857,0.6593406593406593,0.2076923076923077,0.8125,0.717948717948718,0.28205128205128205,2340,660,0.9615384615384616,0.5102040816326531,49,26,130,27,sec_test_0007
m3_full,19521012,test,0.0,106,43,0.8372093023255814,0.33962264150943394,0.483221476510067,0.1623931623931624,0.9716981132075472,0.7432057681641708,0.25679423183582917,1803,463,0.4533333333333333,0.6181818181818182,55,75,117,19,sec_test_0008
m3_full,19521012,test,0.7,106,60,0.7,0.39622641509433965,0.5060240963855422,0.25,1.1226415094339623,0.742756804214223,0.257243195785777,2278,586,1.0,0.4727272727272727,55,26,132,33,sec_test_0008
m3_full,19521012,test,0.0,108,35,0.6285714285714286,0.2037037037037037,0.3076923076923077,0.2169811320754717,1.0740740740740742,0.7874845105328376,0.21251548946716234,1614,343,0.36082474226804123,0.660377358490566,53,97,106,23,sec_test_0009
m3_full,19521012,test,0.7,108,52,0.6346153846153846,0.3055555555555556,0.41250000000000003,0.2803030303030303,1.1944444444444444,0.7342657342657343,0.26573426573426573,2288,608,0.9629629629629629,0.49056603773584906,53,27,132,37,sec_test_0009
m3_full,19521012,test,0.0,110,47,0.7659574468085106,0.32727272727272727,0.45859872611464964,0.15789473684210525,0.9363636363636364,0.7954808806488992,0.20451911935110081,1726,353,0.3793103448275862,0.6470588235294118,51,87,114,18,sec_test_0010
m3_full,19521012,test,0.7,110,65,0.7538461538461538,0.44545454545454544,0.56,0.19718309859154928,1.0,0.7739430543572045,0.22605694564279552,2318,524,1.0,0.49019607843137253,51,25,142,28,sec_test_0010
m3_full,19521012,test,0.0,98,52,0.6923076923076923,0.3673469387755102,0.48000000000000004,0.14516129032258066,0.9591836734693877,0.7706323687031083,0.22936763129689175,1866,428,0.5333333333333333,0.5079365079365079,63,60,124,18,sec_test_0011
m3_full,19521012,test,0.7,98,60,0.65,0.3979591836734694,0.49367088607594933,0.21481481481481482,1.0510204081632653,0.7471526195899771,0.2528473804100228,2195,555,0.9615384615384616,0.3968253968253968,63,26,135,29,sec_test_0011
m3_full,19521012,test,0.0,116,47,0.7872340425531915,0.31896551724137934,0.45398773006134974,0.14754098360655737,0.9396551724137931,0.7737556561085973,0.22624434389140272,1768,400,0.3068181818181818,0.6,45,88,122,18,sec_test_0012
