analysis,model,seed,split,precision,recall,f1,wrong_merge_rate,fragmentation_rate,impossible_transition_rate,trajectory_consistency_rate,dangling_precision,dangling_recall,n_gold_dangling,n_gold_matches,n_pred_dangling,n_pred_identities,n_pred_matches,n_transitions
revive,no_time,19521008,test,0.6771320277755186,0.37956989330566987,0.48598210768772643,0.2613518709303178,1.0489448572277091,0.26736263824027434,0.7326373617597256,0.7320837244378868,0.5102842127444309,52.15384615384615,108.84615384615384,36.76923076923077,127.3076923076923,60.92307692307692,2203.4615384615386
revive,no_time,19521009,dev,0.6945639832726523,0.39232504752861214,0.5010814933301501,0.249919042722759,1.053324387334271,0.27993022689454666,0.7200697731054534,0.8413727123640098,0.5017471412323432,51.083333333333336,109.91666666666667,30.25,133.41666666666666,62.0,2273.25
revive,no_time,19521009,test,0.657320762517966,0.36860095517781544,0.472155783423025,0.24780974640321768,1.0898563600079876,0.2706115541849494,0.7293884458150507,0.8385282758892327,0.49983636272211274,52.15384615384615,108.84615384615384,31.076923076923077,132.23076923076923,61.0,2255.4615384615386
revive,no_time,19521010,dev,0.6741272875577562,0.1904463637586389,0.29257951103727764,0.20292312732883044,0.9872411682142697,0.2708865327337325,0.7291134672662672,0.2799368311214451,0.7165151696081042,51.083333333333336,109.91666666666667,134.33333333333334,81.91666666666667,31.5,1283.9166666666667
revive,no_time,19521010,test,0.6444643307641489,0.18732602712601415,0.2875549195994106,0.2180879094029118,1.052524076424542,0.25139323901299887,0.7486067609870013,0.2964255147053954,0.6933242175746452,52.15384615384615,108.84615384615384,124.6923076923077,88.92307692307692,31.076923076923077,1362.6153846153845
revive,no_state,19521006,dev,0.6255254829882647,0.32622318662316024,0.42777499538589653,0.2851413766345819,1.081215204964139,0.3030239590398841,0.696976040960116,0.6283478644284377,0.5458774589185175,51.083333333333336,109.91666666666667,46.916666666666664,118.33333333333333,57.166666666666664,2121.6666666666665
revive,no_state,19521006,test,0.6177595213875482,0.3146611316763423,0.41494534785562465,0.28197605798316155,1.072043166806808,0.2891762126343544,0.7108237873656458,0.5834067437243611,0.5338887161783085,52.15384615384615,108.84615384615384,51.0,116.61538461538461,55.61538461538461,2071.846153846154
revive,no_state,19521007,dev,0.6457583869113318,0.31561389243501553,0.42309253884425546,0.27761680785058684,1.08156855898098,0.2949967251987396,0.7050032748012605,0.5584894367819869,0.5488394599855236,51.083333333333336,109.91666666666667,50.916666666666664,118.08333333333333,53.833333333333336,2081.9166666666665
revive,no_state,19521007,test,0.6183552401762873,0.2953609439878087,0.39878633053434165,0.2784580120024883,1.0877898295205803,0.2908242786679194,0.7091757213320806,0.5221359628845009,0.5378514293365405,52.15384615384615,108.84615384615384,55.23076923076923,115.07692307692308,52.23076923076923,2031.076923076923
revive,no_state,19521008,dev,0.6413342377087005,0.333481870376578,0.43836735425538564,0.2533340358174212,1.1510396842766835,0.2786519634941089,0.7213480365058911,0.727200846404584,0.5217080707574405,51.083333333333336,109.91666666666667,36.75,134.25,57.166666666666664,2207.4166666666665
