seed,knockout,split,decode,n_gold_matches,n_pred_matches,precision,recall,f1,wrong_merge_rate,fragmentation_rate,trajectory_consistency_rate,impossible_transition_rate,n_transitions,n_impossible_transitions,dangling_precision,dangling_recall,n_gold_dangling,n_pred_dangling
19521008,motion,test,revive,108.84615384615384,63.53846153846154,0.6546963354282551,0.3841869908728899,0.4836492242224025,0.247876864418682,1.0517316798722385,0.7292123040144595,0.2707876959855404,2264.0,613.1538461538462,0.8497749084442633,0.4944224654483772,52.15384615384615,30.46153846153846
19521008,state,dev,standard,109.91666666666667,17.416666666666668,0.6765286424245404,0.10768988083646225,0.18525840252174222,0.1494367390730099,1.0068251007307614,0.7657683846053353,0.23423161539466483,843.5,196.66666666666666,0.22814564768371795,0.806177482494654,51.083333333333336,180.41666666666666
19521008,state,dev,revive,109.91666666666667,56.916666666666664,0.6569410091174174,0.3400766622933229,0.44771489551749005,0.24785493233068667,1.1110233805679548,0.7306630958935637,0.2693369041064362,2168.9166666666665,584.5833333333334,0.6599015271052441,0.5241895939798785,51.083333333333336,41.0
19521008,state,test,standard,108.84615384615384,16.076923076923077,0.6801438945669716,0.10001539235376934,0.172535805158073,0.13546272695302133,0.9827876687741317,0.7827495654660359,0.21725043453396398,755.0,166.84615384615384,0.21971293422565144,0.7876319963815971,52.15384615384615,188.92307692307693
19521008,state,test,revive,108.84615384615384,57.07692307692308,0.6473698467794358,0.3400173517110384,0.44524113277189387,0.23639974186676876,1.0765951822021256,0.7389678454569226,0.2610321545430774,2119.0,553.6153846153846,0.6256125387567978,0.5219476188468607,52.15384615384615,45.15384615384615
19521008,rel,dev,standard,109.91666666666667,27.083333333333332,0.6936501280282567,0.17047476292623895,0.2731299472930283,0.16685565526296553,0.9907680018967309,0.7529446867865297,0.24705531321347032,1172.25,289.75,0.2580718460660419,0.7348701178695283,51.083333333333336,145.58333333333334
19521008,rel,dev,revive,109.91666666666667,60.166666666666664,0.6641019658132566,0.3633765544972553,0.4695161881690742,0.26331138740809173,1.1087860112498487,0.721842592359118,0.27815740764088204,2256.5,627.9166666666666,0.800725850023993,0.504065431755521,51.083333333333336,32.0
19521008,rel,test,standard,108.84615384615384,25.076923076923077,0.6991121733477053,0.1630623797705386,0.2626569541176321,0.15224439250895327,0.9874184776025582,0.7582679966119165,0.24173200338808348,1106.0,268.7692307692308,0.25181896249248115,0.7208628220887816,52.15384615384615,151.6153846153846
19521008,rel,test,revive,108.84615384615384,59.76923076923077,0.641135876794361,0.3530738501329767,0.4550926878275666,0.2538681273533266,1.0946006662452334,0.7300513922132497,0.26994860778675045,2217.923076923077,598.8461538461538,0.7565945566824861,0.5002936831794332,52.15384615384615,35.07692307692308
19521008,src,dev,standard,109.91666666666667,9.25,0.6569715007215007,0.05774367441549422,0.10539689550625679,0.12492419002544049,0.9931236155180612,0.7754440820720135,0.22455591792798638,483.5833333333333,108.91666666666667,0.20643691775768894,0.8824554006774262,51.083333333333336,218.83333333333334
